,name,cmc,colors,type,subtypes,rarity,power,toughness,image_url,code,release_date
10189,Wei Night Raiders,4.0,['Black'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=10484&type=card,PTK,1999-05-01
10190,Wei Scout,2.0,['Black'],Creature — Human Soldier Scout,"['Human', 'Soldier', 'Scout']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=10517&type=card,PTK,1999-05-01
10191,Wei Strike Force,3.0,['Black'],Creature — Human Soldier,"['Human', 'Soldier']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=10561&type=card,PTK,1999-05-01
10192,Weirded Vampire,4.0,['Black'],Creature — Vampire Horror,"['Vampire', 'Horror']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414410&type=card,EMN,2016-07-22
10193,Weirding Shaman,2.0,['Black'],Creature — Goblin Shaman,"['Goblin', 'Shaman']",Rare,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=153011&type=card,MOR,2008-02-01
10194,Welder Automaton,2.0,[],Artifact Creature — Construct,['Construct'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423850&type=card,AER,2017-01-20
10195,Weldfast Engineer,3.0,"['Black', 'Red']",Creature — Human Artificer,"['Human', 'Artificer']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423806&type=card,AER,2017-01-20
10196,Weldfast Monitor,3.0,[],Artifact Creature — Lizard,['Lizard'],Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417811&type=card,KLD,2016-09-30
10197,Weldfast Wingsmith,4.0,['Blue'],Creature — Human Artificer,"['Human', 'Artificer']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417642&type=card,KLD,2016-09-30
10198,Welkin Guide,5.0,['White'],Creature — Bird Cleric,"['Bird', 'Cleric']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=178096&type=card,ALA,2008-10-03
10199,Welkin Hawk,2.0,['White'],Creature — Bird,['Bird'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6034&type=card,EXO,1998-06-15
10200,Welkin Tern,2.0,['Blue'],Creature — Bird,['Bird'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191353&type=card,ZEN,2009-10-02
10201,Wellgabber Apothecary,5.0,['White'],Creature — Merfolk Cleric,"['Merfolk', 'Cleric']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139400&type=card,LRW,2007-10-12
10202,Wellwisher,2.0,['Green'],Creature — Elf,['Elf'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=39497&type=card,ONS,2002-10-07
10203,Werebear,2.0,['Green'],Creature — Human Bear Druid,"['Human', 'Bear', 'Druid']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29785&type=card,ODY,2001-10-01
10204,Werewolf Ransacker,4.0,['Red'],Creature — Werewolf,['Werewolf'],Uncommon,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=262698&type=card,DKA,2012-02-03
10206,Western Paladin,4.0,['Black'],Creature — Zombie Knight,"['Zombie', 'Knight']",Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5861&type=card,USG,1998-10-12
10208,Wetland Sambar,2.0,['Blue'],Creature — Elk,['Elk'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=386721&type=card,KTK,2014-09-26
10209,Wharf Infiltrator,2.0,['Blue'],Creature — Human Horror,"['Human', 'Horror']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414375&type=card,EMN,2016-07-22
10210,Whimwader,5.0,['Blue'],Creature — Elemental,['Elemental'],Common,6,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=141957&type=card,SHM,2008-05-02
10211,Whip Sergeant,3.0,['Red'],Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=24628&type=card,PCY,2000-06-05
10212,Whip Vine,3.0,['Green'],Creature — Plant Wall,"['Plant', 'Wall']",Common,1,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3154&type=card,ALL,1996-06-10
10213,Whip-Spine Drake,5.0,['Blue'],Creature — Drake,['Drake'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=126178&type=card,FUT,2007-05-04
10214,Whipcorder,2.0,['White'],Creature — Human Soldier Rebel,"['Human', 'Soldier', 'Rebel']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=41024&type=card,ONS,2002-10-07
10215,Whipgrass Entangler,3.0,['White'],Creature — Human Cleric,"['Human', 'Cleric']",Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=45122&type=card,LGN,2003-02-03
10216,Whipkeeper,4.0,['Red'],Creature — Dwarf,['Dwarf'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29961&type=card,ODY,2001-10-01
10217,Whippoorwill,1.0,['Green'],Creature — Bird,['Bird'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1781&type=card,DRK,1994-08-01
10218,Whipstitched Zombie,2.0,['Black'],Creature — Zombie,['Zombie'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=24603&type=card,PCY,2000-06-05
10219,Whiptail Moloch,5.0,['Red'],Creature — Lizard,['Lizard'],Common,6,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=97075&type=card,DIS,2006-05-05
10220,Whiptail Wurm,7.0,['Green'],Creature — Wurm,['Wurm'],Uncommon,8,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4324&type=card,POR,1997-05-01
10221,Whiptongue Frog,3.0,['Blue'],Creature — Frog,['Frog'],Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6057&type=card,EXO,1998-06-15
10222,Whiptongue Hydra,6.0,['Green'],Creature — Lizard Hydra,"['Lizard', 'Hydra']",Rare,4,4,,PZ2,2016-11-16
10223,Whirler Rogue,4.0,['Blue'],Creature — Human Rogue Artificer,"['Human', 'Rogue', 'Artificer']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398410&type=card,ORI,2015-07-17
10224,Whirler Virtuoso,3.0,"['Red', 'Blue']",Creature — Vedalken Artificer,"['Vedalken', 'Artificer']",Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417763&type=card,KLD,2016-09-30
10225,Whirling Dervish,2.0,['Green'],Creature — Human Monk,"['Human', 'Monk']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1551&type=card,LEG,1994-06-01
10226,Whirlpool Drake,4.0,['Blue'],Creature — Drake,['Drake'],Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27671&type=card,APC,2001-06-04
10227,Whirlpool Rider,2.0,['Blue'],Creature — Merfolk,['Merfolk'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27670&type=card,APC,2001-06-04
10228,Whirlpool Warrior,3.0,['Blue'],Creature — Merfolk Warrior,"['Merfolk', 'Warrior']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27672&type=card,APC,2001-06-04
10229,Whirlwind Adept,5.0,['Blue'],Creature — Djinn Monk,"['Djinn', 'Monk']",Common,4,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=386722&type=card,KTK,2014-09-26
10230,Whisper Agent,3.0,"['Black', 'Blue']",Creature — Human Rogue,"['Human', 'Rogue']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452970&type=card,GRN,2018-10-05
10231,"Whisper, Blood Liturgist",4.0,['Black'],Legendary Creature — Human Cleric,"['Human', 'Cleric']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=442999&type=card,DOM,2018-04-27
10232,Whisperer of the Wilds,2.0,['Green'],Creature — Human Shaman,"['Human', 'Shaman']",Common,0,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391957&type=card,FRF,2015-01-23
10233,Whispergear Sneak,1.0,[],Artifact Creature — Construct,['Construct'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=382406&type=card,CNS,2014-06-06
10234,Whispering Shade,4.0,['Black'],Creature — Shade,['Shade'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29734&type=card,ODY,2001-10-01
10235,Whispering Snitch,2.0,['Black'],Creature — Vampire Rogue,"['Vampire', 'Rogue']",Uncommon,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452840&type=card,GRN,2018-10-05
10236,Whispering Specter,3.0,['Black'],Creature — Specter,['Specter'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=218045&type=card,NPH,2011-05-13
10237,Whisperwood Elemental,5.0,['Green'],Creature — Elemental,['Elemental'],Mythic,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391958&type=card,FRF,2015-01-23
10238,White Knight,2.0,['White'],Creature — Human Knight,"['Human', 'Knight']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=274&type=card,LEA,1993-08-05
10239,White Shield Crusader,2.0,['White'],Creature — Human Knight,"['Human', 'Knight']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=121216&type=card,CSP,2006-07-21
10240,Whitemane Lion,2.0,['White'],Creature — Cat,['Cat'],Common,2,2,,PSAL,2005-08-22
10241,Whitewater Naiads,5.0,['Blue'],Enchantment Creature — Nymph,['Nymph'],Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380526&type=card,JOU,2014-05-02
10242,Wicked Akuba,2.0,['Black'],Creature — Spirit,['Spirit'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=50432&type=card,CHK,2004-10-01
10243,Wicked Guardian,4.0,['Black'],Creature — Human Noble,"['Human', 'Noble']",Common,4,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=473071&type=card,ELD,2019-10-04
10244,Wicked Wolf,4.0,['Green'],Creature — Wolf,['Wolf'],Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=473143&type=card,ELD,2019-10-04
10245,Wicker Warcrawler,5.0,[],Artifact Creature — Scarecrow,['Scarecrow'],Uncommon,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=154410&type=card,SHM,2008-05-02
10246,Wicker Witch,3.0,[],Artifact Creature — Scarecrow,['Scarecrow'],Common,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=410036&type=card,SOI,2016-04-08
10247,Wickerbough Elder,4.0,['Green'],Creature — Treefolk Shaman,"['Treefolk', 'Shaman']",Common,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=151097&type=card,EVE,2008-07-25
10248,Wight of Precinct Six,2.0,['Black'],Creature — Zombie,['Zombie'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=366239&type=card,GTC,2013-02-01
10249,Wiitigo,6.0,['Green'],Creature — Yeti,['Yeti'],Rare,0,0,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2600&type=card,ICE,1995-06-01
10250,Wild Aesthir,3.0,['White'],Creature — Bird,['Bird'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3220&type=card,ALL,1996-06-10
10251,Wild Beastmaster,3.0,['Green'],Creature — Human Shaman,"['Human', 'Shaman']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=270784&type=card,RTR,2012-10-05
10252,Wild Cantor,1.0,"['Green', 'Red']",Creature — Human Druid,"['Human', 'Druid']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=96934&type=card,GPT,2006-02-03
10253,Wild Celebrants,5.0,['Red'],Creature — Satyr,['Satyr'],Common,5,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=373526&type=card,THS,2013-09-27
10254,Wild Ceratok,4.0,['Green'],Creature — Rhino,['Rhino'],Common,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452900&type=card,GRN,2018-10-05
10255,Wild Colos,3.0,['Red'],Creature — Goat Beast,"['Goat', 'Beast']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=15198&type=card,UDS,1999-06-07
10256,Wild Dogs,1.0,['Green'],Creature — Hound,['Hound'],Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=8826&type=card,USG,1998-10-12
10257,Wild Elephant,4.0,['Green'],Creature — Elephant,['Elephant'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3423&type=card,MIR,1996-10-08
10258,Wild Griffin,3.0,['White'],Creature — Griffin,['Griffin'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6497&type=card,P02,1998-06-01
10259,Wild Jhovall,4.0,['Red'],Creature — Cat,['Cat'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19605&type=card,MMQ,1999-10-04
10260,Wild Leotau,4.0,['Green'],Creature — Cat,['Cat'],Common,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179489&type=card,CON,2009-02-06
10261,Wild Mammoth,3.0,['Green'],Creature — Elephant,['Elephant'],Uncommon,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21376&type=card,NEM,2000-02-14
10262,Wild Mongrel,2.0,['Green'],Creature — Hound,['Hound'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29777&type=card,ODY,2001-10-01
10263,Wild Nacatl,1.0,['Green'],Creature — Cat Warrior,"['Cat', 'Warrior']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=174989&type=card,ALA,2008-10-03
10264,Wild Ox,4.0,['Green'],Creature — Ox,['Ox'],Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6625&type=card,P02,1998-06-01
10265,Wild Wanderer,4.0,['Green'],Creature — Elf Druid,"['Elf', 'Druid']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417746&type=card,KLD,2016-09-30
10266,Wild Wurm,4.0,['Red'],Creature — Wurm,['Wurm'],Uncommon,5,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4856&type=card,TMP,1997-10-14
10267,Wild-Field Scarecrow,3.0,[],Artifact Creature — Scarecrow,['Scarecrow'],Uncommon,1,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=410037&type=card,SOI,2016-04-08
10268,Wildblood Pack,4.0,['Red'],Creature — Werewolf,['Werewolf'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=227419&type=card,ISD,2011-09-30
10269,Wildborn Preserver,2.0,['Green'],Creature — Elf Archer,"['Elf', 'Archer']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=473144&type=card,ELD,2019-10-04
10271,Wilderness Hypnotist,4.0,['Blue'],Creature — Merfolk Wizard,"['Merfolk', 'Wizard']",Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=153476&type=card,EVE,2008-07-25
10272,Wildfire Cerberus,5.0,['Red'],Creature — Hound,['Hound'],Uncommon,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380527&type=card,JOU,2014-05-02
10273,Wildfire Devils,4.0,['Red'],Creature — Devil,['Devil'],Rare,4,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=470576&type=card,C19,2019-08-23
10274,Wildfire Elemental,4.0,['Red'],Creature — Elemental,['Elemental'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=469850&type=card,M20,2019-07-12
10275,Wildfire Emissary,4.0,['Red'],Creature — Efreet,['Efreet'],Uncommon,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3474&type=card,MIR,1996-10-08
10276,Wildfire Eternal,4.0,['Red'],Creature — Zombie Jackal Cleric,"['Zombie', 'Jackal', 'Cleric']",Rare,1,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430798&type=card,HOU,2017-07-14
10277,Wildgrowth Walker,2.0,['Green'],Creature — Elemental,['Elemental'],Uncommon,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=435372&type=card,XLN,2017-09-29
10278,Wildheart Invoker,4.0,['Green'],Creature — Elf Shaman,"['Elf', 'Shaman']",Common,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193414&type=card,ROE,2010-04-23
10279,Wildslayer Elves,4.0,['Green'],Creature — Elf Warrior,"['Elf', 'Warrior']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=135436&type=card,SHM,2008-05-02
10280,Wildwood Geist,5.0,['Green'],Creature — Spirit,['Spirit'],Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=240098&type=card,AVR,2012-05-04
10281,Wildwood Tracker,1.0,['Green'],Creature — Elf Warrior,"['Elf', 'Warrior']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=473145&type=card,ELD,2019-10-04
10282,Will-Forged Golem,6.0,[],Artifact Creature — Golem,['Golem'],Common,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=383438&type=card,M15,2014-07-18
10283,Will-o'-the-Wisp,1.0,['Black'],Creature — Spirit,['Spirit'],Rare,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=91&type=card,LEA,1993-08-05
10284,Willbender,2.0,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=42054&type=card,LGN,2003-02-03
10285,Willbreaker,5.0,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Rare,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398502&type=card,ORI,2015-07-17
10286,Willow Dryad,1.0,['Green'],Creature — Dryad,['Dryad'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4325&type=card,POR,1997-05-01
10287,Willow Elf,1.0,['Green'],Creature — Elf,['Elf'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21051&type=card,S99,1999-07-01
10288,Willow Faerie,2.0,['Green'],Creature — Faerie,['Faerie'],Common,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2982&type=card,HML,1995-10-01
10289,Willow Priestess,4.0,['Green'],Creature — Faerie Druid,"['Faerie', 'Druid']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2984&type=card,HML,1995-10-01
10290,Willow Satyr,4.0,['Green'],Creature — Satyr,['Satyr'],Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1552&type=card,LEG,1994-06-01
10291,Wilt-Leaf Cavaliers,3.0,"['Green', 'White']",Creature — Elf Knight,"['Elf', 'Knight']",Rare,3,4,,PG08,2008-01-01
10292,Wilt-Leaf Liege,4.0,"['Green', 'White']",Creature — Elf Knight,"['Elf', 'Knight']",Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=147439&type=card,SHM,2008-05-02
10293,Wily Bandar,1.0,['Green'],Creature — Cat Monkey,"['Cat', 'Monkey']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417748&type=card,KLD,2016-09-30
10294,Wily Goblin,2.0,['Red'],Creature — Goblin Pirate,"['Goblin', 'Pirate']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=435329&type=card,XLN,2017-09-29
10295,Wind Dancer,2.0,['Blue'],Creature — Faerie,['Faerie'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4744&type=card,TMP,1997-10-14
10296,Wind Drake,3.0,['Blue'],Creature — Drake,['Drake'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4284&type=card,POR,1997-05-01
10297,Wind Spirit,5.0,['Blue'],Creature — Elemental Spirit,"['Elemental', 'Spirit']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2542&type=card,ICE,1995-06-01
10298,Wind Strider,5.0,['Blue'],Creature — Merfolk Wizard,"['Merfolk', 'Wizard']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=435241&type=card,XLN,2017-09-29
10299,Wind-Kin Raiders,6.0,['Blue'],Creature — Human Artificer,"['Human', 'Artificer']",Uncommon,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423717&type=card,AER,2017-01-20
10300,Windborn Muse,4.0,['White'],Creature — Spirit,['Spirit'],Rare,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=44837&type=card,LGN,2003-02-03
10301,Windbrisk Raptor,7.0,['White'],Creature — Bird,['Bird'],Rare,5,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=146090&type=card,SHM,2008-05-02
10302,Windcaller Aven,6.0,['Blue'],Creature — Bird Wizard,"['Bird', 'Wizard']",Common,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=464026&type=card,MH1,2019-06-14
10303,Windgrace Acolyte,5.0,['Black'],Creature — Cat Warrior,"['Cat', 'Warrior']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=443000&type=card,DOM,2018-04-27
10304,Winding Constrictor,2.0,"['Black', 'Green']",Creature — Snake,['Snake'],Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423807&type=card,AER,2017-01-20
